listing_id,date,reviewer_name,comments,sentiment
14857798,2018-10-12T00:00:00Z,Luis,Great place in a amazinng neighborhood. First day with wifi issues but Niko came and resolve it showing that he cares and giving the extra mile. If I come back to Berlin Nikos place will be my first option. Stairs maybe an issue if you come with heavy luggage but outside of that perfect.,positive
14857798,2018-10-14T00:00:00Z,Julija,"Great apartment: clean, sunny, with excellent location. Washing machine, drying machine, dish washer, hair dryer, iron available in the apparent. brhighly recommended",positive
14857798,2018-10-19T00:00:00Z,Janel,Fantastic spot with super comfy bed very close to the center of Berlin. Megaeasy checkin and checkout. Cant ask much for much more than that :),positive
14857798,2018-10-23T00:00:00Z,Kathryn,"Staying with Niko is an absolute delight. I stayed there by myself in summer of 2017, and when my mother and sister planned a trip to Berlin, I didnt hesitate to recommend this space. Its spaciousness, thoughtful design, and location cannot be topped and it is at an amazing price. The only thing to note is that when I stayed in 2017 and when my family stayed this trip, we didnt receive the check in information until we asked right before our stay. However, we understand this may be for security reasons, and Niko did give us all the proper check in info before the stay. Lastly, there was only one roll of toilet paper that they went through quickly during their stay, and the space did not have any that they found to replace it. That was easily remedied though and a very minor issue within a fabulous stay. Thank you again Niko for allowing us to stay in your fantastic space, and Id highly recommend this to any visitors looking to enjoy a modern, spacious and convenient apartment in Berlin",neutral
14857798,2018-10-27T00:00:00Z,Jonathan,"Waren bereits das zweite mal bei Niko zu Gast, sind wieder gekommen weil einfach alles passt, tolle Lage, super schöne Wohnung und einfach das bequemste Bett der Welt Kann ich nur empfehlen",neutral
14857798,2018-11-03T00:00:00Z,Gertrudis,"Esta en una buena zona, muy acogedor cómodo y confortable, cerca de metro y  sitios donde comer.",neutral
14857798,2018-11-05T00:00:00Z,Yair,"Highly recommend Place looks amazing, and really nice to stay",positive
14857798,2018-11-06T00:00:00Z,Orí,"Niko was very responsive and helpful. He gave us two sets of keys so that we could be more flexible. There is one proper bed room with a big bed that would be enough for two, but as I was there with a friend,one of us stayed on the sofabed in the living room, which was not super comfortable as it has two different levels and is not completly straight. However, both rooms have their own door, so one has privacy. The flat is spacious and clean, and the building is very well situated, which is a great plus in Berlin Thank you, Niko",neutral
14857798,2018-11-09T00:00:00Z,Liron,"The apartment is very clean, the wifi worked, the kitchen is well equipped, the bed is very comfortable and clean.brThe shower is excellent.brI would be happy if there was a wardrobe where I could store my things. brThere are a lot of stairs that you have to go up to get to the apartment. brbrI enjoyed very much and I recommend the apartment",positive
14857798,2018-11-11T00:00:00Z,Vincent,Appartement très agréable bien situé du côté Est de Berlin brAdresse à recommander,neutral
14857798,2018-11-19T00:00:00Z,Charlie,"Really spacious apartment in a charming and vibrant area. The apartment is in a perfect location for getting around the city, with a very short walk to the station and lots of cafe, bars, and restaurants nearby. Great hosts and sll in all a delightful stay",positive
14857798,2018-11-24T00:00:00Z,Tales,"Awesome place Really good location, everything is very clean, spacious and working properly.",positive
14857798,2018-11-27T00:00:00Z,Scott,"This is a fantastic apartment.  I really cant rate it highly enough.  A lot of AirBnb apartments are oversold and not as good as they appear, but this really deserves all the high ratings it receives.  Nico is a great host, and responds very quickly to any questions or concerns  which in my case was a mixup with the key collection that was not his fault, and he fixed it straightaway.  I really hope that I can stay here again  absolutely recommended.",positive
14857798,2018-12-02T00:00:00Z,Eva,"Beautiful, comfortable apartment at a wonderful location. Kind host who had taken care of everything.",positive
14857798,2018-12-08T00:00:00Z,Emmi,"Very nice and bright flat at good location. Short metro ride to Alexanderplatz, but you can also walk there easily. Some of us tought that the scent of some laundry detergents were too heavy in the flat.",positive
14857798,2018-12-14T00:00:00Z,Johanna,It was great staying at this place Everything as expected :),positive
14857798,2018-12-23T00:00:00Z,Bethany,"Lovely clean apartment with everything you could need for a short or long stay Excellent location,  we were able to see so much of the city due to Berlins incredible public transport. I would highly recommend purchasing prior to your visit a Berlin welcome card for unlimited public transport Couldnt recommend this place highly enough, beautiful apartment in a beautiful city. Thank you",positive
14857798,2018-12-30T00:00:00Z,Steve,"Great location, very stylish flat. brLoved Berlin. brWould stay again",positive
14857798,2019-01-07T00:00:00Z,Alexey,"Great location near UBahn station, nice option to live in Berlin.",positive
14857798,2019-01-15T00:00:00Z,Tony,"很干净的一间公寓,距离地铁站也很近,周围很多特色餐馆值得选择得公寓",neutral
14857798,2019-01-16T00:00:00Z,Thomas,"Very clean, nicely decorated appartement",positive
14857798,2019-01-17T00:00:00Z,Sabina,"Schönes, modern eingerichtetes Appartment in einem typischen Altbau.  Die Lage ist ideal; Restaurants, Cafes und die UBahn in unmittelbarer Nähe. Die Wohnung entspricht genau den Fotos und der Beschreibung; daher sehr zu empfehlen für Kurztrips nach Berlin.",negative
14857798,2019-01-20T00:00:00Z,Markus,Nice and clean apartment in Prenzlauer Berg perfect for a long weekend with friends Only  a 15 min walk to the central parts of Berlin and a 5 minute walk to the closest Ubahn. Host very friendly and answered to all our questions and were very flexible with the checkout time. Really recommend this place,positive
14857798,2019-01-23T00:00:00Z,Tatiana,"Wifi nie działało, porwana pościel. Poza tym wszystko w porządku. Minusem jest brak parkingu.",neutral
14857798,2019-01-25T00:00:00Z,Juliette,Super appartement idéalement situé et très agréable. Rien à redire sauf pour la WiFi qui ne fonctionnait pas et le fait quil ny ai pas de papier toilette,neutral
14857798,2019-01-30T00:00:00Z,Axel,"Super nice and clean Location, Niko is super fast in communication and very helpful",positive
14857798,2019-02-03T00:00:00Z,Carolin,"Sehr schöne, stilvolle Wohnung in zentraler Lage. Wir haben hier vier Tage verbracht und empfehlen diese Wohnung uneingeschränkt.",neutral
14857798,2019-02-04T00:00:00Z,Arthur,This is a nice spotlessly clean flat in a good location. It has everything the traveller could need,positive
14857798,2019-02-10T00:00:00Z,Lei,"Nice place, close to subway and downtown.",positive
14857798,2019-02-11T00:00:00Z,Connor,Nikos place is in a great location near a metro station. The apartment was spacious and very clean. Would definitely stay again.,positive
14857798,2019-02-14T00:00:00Z,Andreas,Its a very nice apartment,positive
14857798,2019-02-17T00:00:00Z,Jarkko,Great place,positive
14857798,2019-02-18T00:00:00Z,Lauren,Nikos place was very clean and in a great neighborhood. We appreciated that he was able to be flexible with our check in time. We really enjoyed our stay and would come back,positive
14857798,2019-02-21T00:00:00Z,Emilia,"Nikos place is exactly as it appears in the pictures  beautiful and stylish and PERFECT location There is cereal, coffee, tea, toilet paper, shampoo, shower gel, hairdryer etc, pretty much everything youd need. The only issues we had was a slightly difficult to open front door (probably just a bit old) and collecting the keys from a supermarket was a bit impersonal. We didnt really need to contact Niko during our stay but a little more of a personal touch to collecting keys etc wouldnt go amiss Still, I would definitely recommend and already have to some of my social media followers who asked where I was staying.",neutral
14857798,2019-02-26T00:00:00Z,Selina,"Thanks very much Niko, we really enjoyed our stay in the apartment. The location was great  there are lots of good brunch places nearby and its close to public transport links. The apartment itself was a great size for the two of us and it was exactly as described but felt even more spacious and homely with the nice lighting and interiors. We didnt cook in the apartment but there is an organic supermarket nearby as well as a convenience store. The checkin was easy enough by picking up the keys from the nearby convenience store. We loved staying in the apartment and would definitely book again if we come back to Berlin. Thanks very much",positive
14857798,2019-03-06T00:00:00Z,Nadja,"hübsche, modern eingerichtete, klar strukturierte Wohnung. Super Lage.brVielen Dank, immer wieder gerne",positive
14857798,2019-03-10T00:00:00Z,Emma,"We had an amazing time in Berlin and the apartment, we couldnt have found any better place for us to stay. Very chic and clean apartment, Niko was an excellent host who helped us to find restaurants, cafés etc to visit. We will definately recommend the apartment to my friends",positive
14857798,2019-03-14T00:00:00Z,Giorgi,"In reality, this flat doesnt look like on photos, it looks much better. First of all, location is amazing, Factory Girl , which is one of the tastiest spot for breakfast, is nearby(12min. of walking).brCommunication between me and Niko was excellent, very flexible in case of CheckIn and CheckOut. brAll in all, i do recommend this place, even though, Ive spent only one night.brThank you once again...",positive
14857798,2019-03-19T00:00:00Z,Lydia,"Beautiful house in a beautiful central area. Would love it even more if a tad cleaner, if we could cook and had somewhere to hang our clothes I have to note we are a family with small children, if going to Berlin just for fun I am sure none of that would matter in this stylish perfectly located place (not really for four people, two would be best).",positive
14857798,2019-03-24T00:00:00Z,Matt,"Really nice apartment, clean and bright with tasteful decoration. In a cool area, and very quiet. Would recommend",positive
14857798,2019-03-27T00:00:00Z,Zelida,If you want a comfortable flat with stylish decor this is the place to stay We loved Nikos space and would recommend it to anyone staying in Berlin There were several restaurants and shops nearby and most tourist sites were within walking distance or by public transportation. I specifically loved being within distance of parks and the Museum of Architectural Drawing. Thank you Niko for being a great host,positive
14857798,2019-03-30T00:00:00Z,Dunstan,"Great flat, good size, really convenient and safe location. If you want to explore the city or the more local areas, this apartment is a nice option. Local organic supermarket around the corner, lots of nice cafes and bars. Good facilities in the apartment. Thoroughly enjoyed our visit. Thankyou",positive
14857798,2019-04-05T00:00:00Z,Tom,"Nikos place is a great base for exploring Berlin. Close to local amenities and the ubahn, we spent little time at the apartment, but whilst there, we were happy that the apartment was clean and comfortable. We didnt experience any issues with the WiFi as previous reviews suggest. If you are travelling in summer, its worth noting that the apartment is very warm.",positive
14857798,2019-04-07T00:00:00Z,Katrin,"Super Unterkunft für ein Berlin Wochenende. Die Lage ist perfekt und ruhig. Die Wohnung ist sehr geräumig, sauber und schön eingerichtet. Alles da was man braucht. Check in lief auch sehr gut und Niko ist sehr zuvorkommend. Wir können es nur empfehlen",neutral
14857798,2019-04-08T00:00:00Z,Karen,Alles hat super geklappt. Die Wohnung ist schön mit sehr bequemem Bett und einem Bettsofa in guter Qualität. In der Wohnung ist es sauber und hell und ruhig . Die Lage der Wohnung ist in einem schönen Quartier. Alles was man braucht ist um die Ecke. Ich kann die Wohnung weiterempfehlen.,negative
14857798,2019-04-10T00:00:00Z,Therese,Apartment was beautiful and location was perfect with Prenzlauerberg bars and restaurants within a short walking distance and two stops on the UBahn straight into the centre. Unfortunately Niko did not drop the keys off at the location despite prior communication on arrival time. We nearly missed out visit to the Reichstag after waiting 1 hour post check in time to receive the keys. Not what you really need on a short break.,neutral
14857798,2019-04-15T00:00:00Z,Daisy,"Très bel emplacement, près de tout",negative
14857798,2019-04-18T00:00:00Z,James,Great location close to supermarket and restaurant,positive
14857798,2019-04-22T00:00:00Z,Margreet,"Clean, modern, easy walk to Alexanderplatz and from there public transit, washer dryer in apartment, Lidl supermarket very close",positive
14857798,2019-04-26T00:00:00Z,Marco,Die Wohnung hat eine tolle Lage und ist bestens für die Erkundung der Stadt geeignet. Fußläufig viele tolle Restaurants und Cafés. Die Organisation hat bestens geklappt.,negative
14857798,2019-04-28T00:00:00Z,Anke,"Tolle Wohnung in super Lage; Cafés, Einkaufsmöglichkeiten, Bars (zu empfehlen der FrannzClub in der Kulturbrauerei), UBahn etc alles zu Fuß machbar Ruhig, trotzdem mittendrin im Prenzlauer Berg.brZwei UBahnstationen vom Alex.brSuper für zwei Gäste Wir hatten einen Wochenendaufenthalt gebucht, dafür war es genau richtig Ich würde wieder buchen und auch weiterempfehlen.brDie Wohnung liegt im 3.OG Altbau ohne  Fahrstuhl, mit Koffer etwas mühsam; nur als Hinweis für weniger Sportliche...",neutral
14857798,2019-04-30T00:00:00Z,Andrew,Lovely apartment very close to cafes and restaurants.,positive
14857798,2019-05-05T00:00:00Z,Jean-Marc,"These kind of apartments are the reason, why locals have such a pain of finding a room for living. In my opinion you should avoid such Airbnbs, which are just there for renting and taking away space for people which want to live there for fair prices.",neutral
14857798,2019-05-08T00:00:00Z,Selma,sehr schön eingerichtete Wohnung Tolle Lage und in der Nähe einer zentralen UBahnStation. Schlüsselübergabe einfach und schnell. Leider haben Steckdosen neben dem Bett nicht funktioniert. Trotzdem gab es zwei weitere Steckdosen im Zimmer.,neutral
14857798,2019-05-10T00:00:00Z,Elmira,"An absolutely perfect space to stay in Berlin. Very clean and stylish, loved every bit of it. Location is really good, Ubahn right around the corner, grocery store and coffee shops as well. All we needed for a two night stay, really. Theres a washing machine, of staying for a longer time. The location is rather central, however off the big street, so its quite and nice. Thank you very much",positive
14857798,2019-05-12T00:00:00Z,Anniken,Great spot,positive
14857798,2019-05-19T00:00:00Z,Stefanie,War ein sehr schönes Wochenende in Berlin,negative
14857798,2019-05-23T00:00:00Z,George,"Nikos apartment exceeded all of our expectations. Stylish, spacious, clean  and comfortable, Nikos place is ideal for a short city break in Berlin. Within 100m of a supermarket, the UBahn station and numerous bars and restaurants, the apartment was perfect for all of our needs. The decoration is cool, and expertly finished. Towels, some toiletries and bed linens were all provided. The kitchen is fitted with a dishwasher, washing machine and dryer also available. Many windows to ensure that a nice breeze circulates throughout the apartment and lots of natural light is let in. You do have to climb seven flights of steps to access the apartment, but this wasnt a problem for us. Check in was easy; the apartment is not far from Alexanderplatz, where you can get transport connections to the airport and all of the sites. Overall, Niko was a fantastic host, replying to concerns and questions almost immediately. He left us notes with tips and advice for the apartment and getting around, and also let us check in 4 hours early as we got a really early flight. We highly recommend his apartment",neutral
14857798,2019-05-27T00:00:00Z,Rachel,"This apartment is EXACTLY how it looks in the pictures, not hiding anything. To clarify, the apartment was its own washer and dryer, not shared ones in the building. There are no personal touches to this apartment, the soapsshampoo offered are leftovers from previous renters, there is no welcome guide or even directions on how to operate the washerdryer if you needed it. Perhaps we have been spoiled during our time living in Germany but it should be mentioned that this apartment DOES NOT have rolladens and the sun rose before 0500, making it difficult to sleep. There are also nearly 60 stairs to climb up and down to reach the 3rd floor apartment, not great for anyone with medical concerns or mobility problems. The neighborhood is AMAZING It is so quiet at night we could actually sleep with the windows cracked and not hear a peep, although it did get warm and perhaps a fan could be provided by the host in the future.",neutral
14857798,2019-05-29T00:00:00Z,Romy,Nikos apartment is in a perfect location just around the corner from the UBahn which brings you to the main places within minutes. We are sure you will enjoy it too :),positive
14857798,2019-06-14T00:00:00Z,Catriona,"Lovely stylish apartment in a really central and nice safe location. Dont be put off by the communal carpet on the stairs on arrival, as it has definitely  seen better days as Nikos apartment is spotlessly clean and as is in picture on the site.Myself my husband and teenage son stayed there for 4 nights and found it great and nice not to be living on top of each other in a hotel room  Thanks Niko. Great stay in Berlin",positive
14857798,2019-06-17T00:00:00Z,Steven,"Nice, elegant, spatious appartment in one of the nicest, easy going areas of Berlin. brEverything you need is there, bedroom in the back of the appartment so no street noise. brUbahn just around the corner so easy to get around the in the city.brWould definitely recommend this place",positive
14857798,2019-06-21T00:00:00Z,Susanne,"Tolle Wohnung, tolle Lage, wir haben uns sehr wohl gefühlt",neutral
14857798,2019-06-23T00:00:00Z,Johanna,"Sehr schöne Wohnung mit allem, was man braucht. Die Lage ist ruhig, aber zentral, so dass man schnell überall ist. War toll",negative
14857798,2019-06-27T00:00:00Z,Will,"Niko is a wonderful host, and the apartment has everything you need.  Great location too.",positive
14857798,2019-06-29T00:00:00Z,Iza,"Niko has such a nice place. It was very clean, top location, Ubahn is near by and everything is close to the apartment. We loved the interior",positive
14857798,2019-07-01T00:00:00Z,Chintana,"Appartement au top, parfait pour 3 personnes vers 4 (canapé lit du salon pas immense mais très correcte) tout était très propre. Nous navons pas utilisé la cuisine donc aucune idée de léquipement. Le MUST de lappartement : son emplacement dans le quartier de Prenzlauer Cafe, bar, restaurant, commerce. Vraiment  un quartier très agréable brNiko était sympa et flexible. brJe recommande vivement",neutral
14857798,2019-07-03T00:00:00Z,Jasmin,"Eine schöne und grosse Wohnung wie auf den Fotos. Wir haben uns sehr wohl gefühlt. Super, dass es eine Waschmaschine hat.",neutral
14857798,2019-07-10T00:00:00Z,Antony,Great stylish space with plenty of room. Location is great. Plenty of good restaurants and cafes and close to the shopping area around Rosa Luxembourg Platz.,positive
14857798,2019-07-14T00:00:00Z,Bret,GREAT PLACE One block to Metro with lots of great restaurants within walking distance. Big place and comfortable bed. It is on 4th floor with no lift though,positive
14857798,2019-07-16T00:00:00Z,Stefanie,Sehr saubere Wohnung in ruhiger Lage,neutral
14857798,2019-07-17T00:00:00Z,Katia,"Die Lage der Wohnung ist genial, 3 Minuten zur UBahn, sehr zentral und trotzdem ruhig. Dafür nimmt man die 3 Etagen ohne Aufzug gerne in Kauf. Alles perfekt sauber, unkompliziert, freundlich. Einrichtung schlicht und praktisch, alles da was man für einen kurzen Aufenthalt braucht",neutral
14857798,2019-07-26T00:00:00Z,Antto,A nice flat in excellent location. We had some problems with kitchen machines and wifi and it was not exactly spotlessly clean as many have reviewed but still a good place to stay with small kids.,positive
14857798,2019-08-03T00:00:00Z,Ania,Very stylish house. Los of restaurants and shops in a walking distance. Very lean house and the bathroom too Niko is very responsive and tries to sort out any issues straight away.,neutral
14857798,2019-08-11T00:00:00Z,Brian,"We loved our week at Nikos place. Its a lovely, bright, clean space on a quiet street in the heart of Prenzlauer Berg. Close to public transit, and near a number of playgrounds, which our kids loved, the apartment was ideal for our family of four. We spent the week exploring the neighborhood, trying out different restaurants within a block or two of the apartment, and enjoyed the shops and cinemas within a few minutes walk, plus a hidden gem of a museum just a few doors down the street. The kitchen and washer and dryer were key for our longer stay, as well. Thanks, Niko",positive
14857798,2019-08-12T00:00:00Z,Sina,"Die Wohnung ist schön eingerichtet und sehr gut ausgestattet. Am meisten überzeugt jedoch die Lage; die Wohnung liegt sehr zentral mit vielen Restaurants, Cafés und Kneipen in der Umgebung sowie in fußläufiger Distanz zum Mauerpark. Wir können dieses Airbnb auf jeden Fall weiterempfehlen",negative
14857798,2019-08-18T00:00:00Z,Asta,"The apartment had a fun interior design, very Scandinavian. The apartment was unfortunately a little dirty, the sheets had yellow stains, the walls were dirty and the dishwasher wasnt emptied. Location is spot on, quiet but still close to everything.",neutral
14857798,2019-08-24T00:00:00Z,Corinne,"Schnelle Antwort bei Fragen, gute Info, hat alles super geklappt auch mit der Schlüsselübergabe. Wohnung sauber und stilvoll eingerichtet.",neutral
14857798,2019-08-27T00:00:00Z,Liv,Cool modern apartment with fantastic transport links around Berlin. Lots of places to walk from the door. I recommend Umami. Apartment was very clean and quiet. Temperature in apartment was fine with windows open (30 degrees C). Close to supermarkets.,positive
14857798,2019-08-30T00:00:00Z,Ciprian,The apartment is clean and really well located. You are close to lots of supermarkets and shops that are opened till 23.30 pm and 01.00 am. The neighborhood is close to a lot of restaurants and bar and you are one station away from a really big beer garden. The apartment is close to the underground station and well equipped.,neutral
14857798,2019-09-06T00:00:00Z,Yeon,Super clean house and amazing location. brwe were super happy with the place x,positive
14857798,2019-09-08T00:00:00Z,Christie,"Nikos was stunning and the perfect location. He arranged in advance with us for me to pick up the keys at a kiosk for check in since we arrived late in the evening, which was very helpfulbrbrEverything in the apartment was exactly as pictured and very clean. brbrWe were told there would be some WiFitrash instructions on the counter on arrival, which we did not see but Niko was very responsive on messenger so we could ask questions.brbrThere were no special instructions for us on check out so we did the following: towels left on washer, dishes cleaned and left to dry, dirty linens left on the beds to be laundered. brbrWe would stay again",neutral
14857798,2019-09-27T00:00:00Z,Julie,Nice apartment in a great location  recommend,positive
14857798,2019-09-29T00:00:00Z,Peter,"Very good location, a flawless communication and checkin. Very clean.",positive
14857798,2019-10-01T00:00:00Z,Renchao,The location of this property is great. It is convenient to reach the attractions in Berlin.,positive
14857798,2019-10-04T00:00:00Z,Jörg,"Schöne, gut ausgestattete und saubere Wohnung in guter Lage mit UBahn in unmittelbarer Nähe.",neutral
14857798,2019-10-16T00:00:00Z,Asilah,A very stylish space. Theres a great organic supermarket 5 mins away. 3 mins to nearest ubahn station. 20 min slow walk to Alexandreplatz or Mauerpark.,neutral
14857798,2019-10-18T00:00:00Z,Paqui,el apartemento está muy completo y con una parada de metro a cinco minutos andando.brtres pisos sin ascensor,neutral
14857798,2019-10-20T00:00:00Z,Claire,"Appartement agréable et parfaitement propre dans mon quartier préféré de Berlin. Lappartement est calme, le lit grand et confortable et la communication facile avec Niko. Il ne manquait que quelques petits éléments pour que tout soit parfait: des lampes de chevet, de quoi se faire un thé ou une tisane, ...brNéanmoins je recommande cet appartement ",neutral
14857798,2019-10-24T00:00:00Z,Lisa,"This is a very stylish flat. Close to the station, in a very safe and quiet neighborhood. Everything you need is in the flat.",neutral
14857798,2019-10-25T00:00:00Z,Wilco,"It was great, thanks Niko",positive
14857798,2019-10-27T00:00:00Z,Melissa,"Great stay Nice, big appartment and it had everything we needed",positive
14857798,2019-10-28T00:00:00Z,Mario,"Nikos apartment was really a great find for us. We only stayed a night, but loved the apartment Its perfectly clean, beautify, chic and spacious. We also liked the area a lot, with good restaurants and small parks and everything.brWell certainly come back",positive
14857798,2019-10-30T00:00:00Z,Anthony,"Safe neighborhood, very clean and modern apartment. Only a 10 min taxi or uber ride to center of the city. Great restaurants nearby. Would recommend.",positive
14857798,2019-11-07T00:00:00Z,Amy,"Nikos place was wonderful It was very bright, spacious, and clean, and we loved the location. Check in was easy. Would definitely stay again",positive
14857798,2019-11-08T00:00:00Z,René,"Schöne Wohnung, Super Lage alles wie Beschrieben. Immer wieder gerne :)",positive
14857798,2019-11-10T00:00:00Z,Meike,Eine stylish eingerichtete Wohnung in absoluter TopLage,neutral
14857798,2019-11-11T00:00:00Z,Gerald,Very nice unit in a great part of Berlin.,positive
14857798,2019-11-14T00:00:00Z,Ben,"Nikos place was in a great location with good travel links and places to eat nearby. The apartment was stylish and felt very homely. Check in was very easy and flexible with just having to collect the keys from a shop nearby. Overall great experience, will definitely consider staying here again when back in Berlin :)",positive
14857798,2019-11-17T00:00:00Z,Eric,"WiFi did not work. Niko made an attempt to come out and fix the issue however we were never able to get internet. Regardless, the apartment was in a great location, clean, and a great value",positive
14857798,2019-11-22T00:00:00Z,Fiona,Very stylish apartment Great place to stay for a few days,positive
14857798,2019-12-01T00:00:00Z,Claire,"This place is in a great location with lots of cafes and restaurants nearby. Fairly clean but a lot of scuffs on the walls and the sheets and towels could use a refresh. Stylish, minimal decor. We had a bad experience with checkin though because the key was not at the kiosk as Niko said and we had to stand around and wait until he showed up. Everything turned out fine in the end but it didnt make for a good first impression.",neutral
14857798,2019-12-05T00:00:00Z,Jen,"We had a wonderful time staying at Nikos.  The location was great, and the communication was clear.  The apartment completely met all our needs, and it was a charming spot.  We loved it",positive
14857798,2019-12-06T00:00:00Z,Zheng,"Niko was such a nice and considerate host. The house was big, warm, nice and clean. With wellequipped devices and WiFi and everything. It was quiet at night. The shower was also perfect. Nico provided us with some good city tour ideas and suggestions. Hes been so nice and we highly recommend his lovely apartment",positive
14857798,2019-12-08T00:00:00Z,Ariane,"Nikos apartment is great. Very nice location, easy commute to everywhere. We would recommend it",positive
14857798,2019-12-10T00:00:00Z,Ollie,"Clean, easy checkin and comfortable beds.",positive
14857798,2019-12-13T00:00:00Z,Dasha,"Получить ключ от квартиры не составило труда. brТолько нужно правильно посчитать этаж т.к. мы сначала пытались открыть дверь соседаазиата снизу. brЧистая, тёплая и просторная  квартира с необходимым минимумом вещей. Ночью в округе очень тихо. Хорошо высыпались. brХорошая транспортная развязка, рядом ветка метро U2, которая быстро довезет до Александрплац.",neutral
14857798,2019-12-15T00:00:00Z,Marc,Tolle Lage für unsere Unternehmungen. Konnten alles zu Fuß erreichen.,neutral
14857798,2019-12-18T00:00:00Z,Vassilia,"Pleasant, sunny, beautiful apartment with all necessary amenities. Very convenient location.",positive
14857798,2019-12-23T00:00:00Z,Mehret,Great flat and space. V clean and close to many great amenities and central Berlin,positive
14857798,2019-12-24T00:00:00Z,Jennie,"Very clean and well kept inside. The flat is up several flights of stairs, so as long as you dont have a lot of luggage, I would recommend this location. Make sure that you have the entry instructions prior to arrival, and that you realize that the keys must be picked up at a different location that the flat.",neutral
14857798,2020-01-03T00:00:00Z,Alina,"Super schöne, saubere Wohnung in Top Lage. Gerne wieder",positive
14857798,2020-01-08T00:00:00Z,Valentine,"Best holidays in Berlin. Great location, beautiful area. the apartment was clean and tidy.  supermarket and cafe nearby.",positive
14857798,2020-01-10T00:00:00Z,Edoardo,"Nikos flat is a little gem located in a beautiful, quiet and elegant part of  Berlin. It is fitted with everything needed including a kitchen with a dishwasher, a washing machine and a dryer. The flat is furnished with a touch of style, it is warm and offers a real cosy spot br, whether you have to rest from a day of work or just enjoy the city as tourist. The ratio qualitycost was really high. I really recommend this flat",neutral
14857798,2020-01-12T00:00:00Z,Laura,Very clean and big appartment We enjoyed our stay,positive
14857798,2020-01-19T00:00:00Z,Niall,Excellent stay in a central location.,positive
14857798,2020-01-22T00:00:00Z,Máté,Az egyik legjobb szálláshely Berliben. Nagyon jó közlekedéssel és dizájnos berendezéssel,neutral
